UID,SCIENTIFIC_NAME,COMMON_NAME,NUMBER_CAUGHT,BIOMASS,COMMENTS
BOF2016001.008.D,Ctenodiscus crispatus,mud star,2,18,NA
BOF2016001.009.D,Squalus acanthias,spiny dogfish,1,1290,NA
BOF2016001.01.D,Homarus americanus,American lobster,54,60003,NA
BOF2016001.011.D,Pseudopleuronectes americanus,winter flounder,9,2236,NA
BOF2016001.012.D,Lophius americanus,monkfish,7,2938,NA
BOF2016001.001.D,Zoarces americanus,ocean pout,4,980,NA
BOF2016001.002.D,Peprilus triacanthus,butterfish,9,555,NA
BOF2016001.003.D,Clupea harengus,herring,2,74,NA
BOF2016001.004.D,Alosa pseudoharengus,alewife,2,150,NA
BOF2016001.005.D,Enchelyopus cimbrius,fourbeard rockling,1,12,NA
BOF2016001.006.D,Doryteuthis pealeii,longfin inshore squid,2,112,NA
BOF2016001.007.D,Cancer irroratus,rock crab,5,750,NA
BOF2016001.008.D,Urophycis tenuis,white hake,24,6012,NA
BOF2016001.009.D,Urophycis chuss,red hake,15,3054,NA
BOF2016001.01.D,Pandalus montagui,Montague shrimp,587,1854,NA
BOF2016001.011.D,Pandalus borealis,northern shrimp,65,506,NA
BOF2016001.012.D,Ophiopholis aculeata,daisy brittle star,21550,29308,NA
BOF2016001.013.D,Lyonsia hyalina,glassy lyonsia,1,1,NA
BOF2016001.014.D,Merluccius bilinearis,silver hake,1326,78447,NA
BOF2016001.015.D,Ctenodiscus crispatus,mud star,145,807,NA
BOF2016001.016.D,Hippoglossoides platessoides,American plaice,149,5205,NA
BOF2016001.017.D,Pseudopleuronectes americanus,winter flounder,197,28216,NA
BOF2016001.018.D,Pandalus montagui,Montague shrimp,480,2495,NA
BOF2016001.019.D,Lebbeus groenlandicus,Greenland shrimp,1,4,NA
BOF2016001.001.D,Suberites ficus,fig sponge,6,65,NA
BOF2016001.002.D,Unidentified sponge,Unidentified sponge,2,35,NA
BOF2016001.003.D,Aphrodita aculeata,sea mouse,1,6,NA
BOF2016001.004.D,Halocynthia pyriformis,sea peach,4,24,NA
BOF2016001.005.D,Hyas coarctatus,lesser toad crab,1,5,NA
BOF2016001.006.D,Hemitripterus americanus,sea raven,7,7321,NA
BOF2016001.007.D,Lophius americanus,monkfish,1,357,NA
BOF2016001.008.D,Myoxocephalus octodecemspinosus,longhorn sculpin,28,4573,NA
BOF2016001.009.D,Homarus americanus,American lobster,86,47197,NA
BOF2016001.01.D,Cancer irroratus,rock crab,2,248,NA
BOF2016001.011.D,Peprilus triacanthus,butterfish,3,168,NA
BOF2016001.012.D,Enchelyopus cimbrius,fourbeard rockling,3,111,NA
BOF2016001.013.D,Aspidophoroides monopterygius,Atlantic alligatorfish,1,5,NA
BOF2016001.014.D,Merluccius bilinearis,silver hake,348,23718,NA
BOF2016001.015.D,Urophycis chuss,red hake,19,1754,NA
BOF2016001.016.D,Urophycis tenuis,white hake,18,4137,NA
BOF2016001.017.D,Melanogrammus aeglefinus,haddock,1,270,NA
BOF2016001.018.D,Harmothoe imbricata,15-scale worm,1,1,NA
BOF2016001.019.C,Sebastes fasciatus,Acadian redfish,22,4070,NA
BOF2016001.02.C,Gadus morhua,Atlantic cod,1,424,NA
BOF2016001.001.C,Hyas araneus,toad crab,1,68,NA
BOF2016001.002.C,Suberites ficus,fig sponge,5,1313,NA
BOF2016001.003.C,Mytilus edulis,blue mussel,14,593,NA
BOF2016001.004.C,Ciona intestinalis,sea vase,1,104,NA
BOF2016001.005.C,Boltenia ovifera,stalked sea squirt,1,55,NA
BOF2016001.006.C,Zoarces americanus,ocean pout,1,164,NA
BOF2016001.007.C,Homarus americanus,American lobster,31,26945,NA
BOF2016001.008.C,Cancer irroratus,rock crab,1,244,NA
BOF2016001.009.C,Urophycis tenuis,white hake,3,438,NA
BOF2016001.01.C,Asterias vulgaris,northern sea star,2,230,NA
BOF2016001.011.C,Mytilus edulis,blue mussel,20,1004,NA
BOF2016001.012.C,Suberites ficus,fig sponge,3,48,NA
BOF2016001.013.C,Clinocardium ciliatum,Iceland cockle,1,5,NA
BOF2016001.014.C,Astarte castanea,chestnut astarte,1,5,NA
BOF2016001.015.C,Mercenaria mercenaria,quahog,1,12,NA
BOF2016001.016.C,Hiatella arctica,Arctic rock borer,1,2,NA
BOF2016001.017.C,Pseudopleuronectes americanus,winter flounder,66,5347,NA
BOF2016001.018.C,Urophycis chuss,red hake,1,136,NA
BOF2016001.019.C,Gadus morhua,Atlantic cod,1,76,NA
BOF2016001.02.C,Scomber scombrus,mackerel,1,96,NA
BOF2016001.021.C,Sebastes fasciatus,Acadian redfish,7,1410,NA
BOF2016001.022.C,Hippoglossoides platessoides,American plaice,1,23,NA
BOF2016001.001.C,Doryteuthis pealeii,longfin inshore squid,2,145,NA
BOF2016001.002.C,Peprilus triacanthus,butterfish,1,54,NA
BOF2016001.003.C,Myoxocephalus octodecemspinosus,longhorn sculpin,1,118,NA
BOF2016001.004.C,Scophthalmus aquosus,windowpane flounder,5,528,NA
BOF2016001.005.C,Crangon septemspinosa,sand shrimp,1,3,NA
BOF2016001.006.C,Hyas coarctatus,lesser toad crab,1,3,NA
BOF2016001.007.C,Ciona intestinalis,sea vase,6,22,NA
BOF2016001.008.C,Harmothoe imbricata,15-scale worm,1,1,NA
BOF2016001.009.B,Bathypolypus arcticus,deep sea octopus,1,54,NA
BOF2016001.01.B,Homarus americanus,American lobster,769,427555,NA
BOF2016001.011.B,Myoxocephalus octodecemspinosus,longhorn sculpin,700,22620,NA
BOF2016001.012.B,Pseudopleuronectes americanus,winter flounder,377,24492,NA
BOF2016001.013.B,Zoarces americanus,ocean pout,2,124,NA
BOF2016001.014.B,Gadus morhua,Atlantic cod,1,416,NA
BOF2016001.015.B,Scomber scombrus,mackerel,3,359,NA
BOF2016001.016.B,Alosa pseudoharengus,alewife,19,442,NA
BOF2016001.017.B,Scophthalmus aquosus,windowpane flounder,23,324,NA
BOF2016001.018.B,Hippoglossoides platessoides,American plaice,1,40,NA
BOF2016001.019.B,Asterias vulgaris,northern sea star,3,340,NA
BOF2016001.02.B,Henricia sanguinolenta,blood star,1,3,NA
BOF2016001.021.B,Crangon septemspinosa,sand shrimp,2,1,NA
BOF2016001.022.B,Strongylocentrotus droebachiensis,green sea urchin,45,510,NA
BOF2016001.023.B,Pandalus montagui,Montague shrimp,30,133,NA
BOF2016001.024.B,Harmothoe imbricata,15-scale worm,1,1,NA
BOF2016001.025.B,Cancer irroratus,rock crab,1,46,NA
BOF2016001.026.B,Hyas araneus,toad crab,1,27,NA
BOF2016001.001.B,Suberites ficus,fig sponge,1,262,NA
BOF2016001.002.B,Metridium senile,frilled anemone,1,11,NA
BOF2016001.003.B,Ciona intestinalis,sea vase,1,1,NA
BOF2016001.004.B,Urophycis chuss,red hake,46,6114,NA
BOF2016001.005.B,Squalus acanthias,spiny dogfish,4,7554,NA
BOF2016001.006.B,Hemitripterus americanus,sea raven,5,2388,NA
BOF2016001.007.B,Leucoraja erinacea,little skate,10,6329,NA
BOF2016001.008.B,Cucumaria frondosa,orange-footed sea cucumber,11,2194,NA
BOF2016001.009.B,Merluccius bilinearis,silver hake,80,7684,NA
BOF2016001.01.B,Urophycis tenuis,white hake,83,13309,NA
BOF2016001.011.A,Homarus americanus,American lobster,18,6717,NA
BOF2016001.012.A,Scomber scombrus,mackerel,55,5402,NA
BOF2016001.013.A,Alosa pseudoharengus,alewife,372,22338,NA
BOF2016001.014.A,Merluccius bilinearis,silver hake,35,3645,NA
BOF2016001.015.A,Zoarces americanus,ocean pout,1,196,NA
BOF2016001.016.A,Microgadus tomcod,Atlantic tomcod,1,242,NA
BOF2016001.017.A,Myoxocephalus scorpius,shorthorn sculpin,1,64,NA
BOF2016001.018.A,Myoxocephalus octodecemspinosus,longhorn sculpin,3,94,NA
BOF2016001.019.A,Pseudopleuronectes americanus,winter flounder,23,492,NA
BOF2016001.02.A,Cucumaria frondosa,orange-footed sea cucumber,1,202,NA
BOF2016001.021.A,Modiolus modiolus,horse mussel,1,160,NA
BOF2016001.022.A,Osmerus mordax,smelt,7,496,NA
BOF2016001.001.A,Doryteuthis pealeii,longfin inshore squid,1,94,NA
BOF2016001.002.A,Sclerocrangon boreas,sculptured shrimp,6,32,NA
BOF2016001.003.A,Crangon septemspinosa,sand shrimp,47,96,NA
BOF2016001.004.A,Hyas araneus,toad crab,1,4,NA
BOF2016001.005.A,Placopecten magellanicus,deep sea scallop,6,36,NA
BOF2016001.006.A,Pandalus montagui,Montague shrimp,42,124,NA
BOF2016001.007.A,Henricia sanguinolenta,blood star,1,1,NA
BOF2016001.001.A,Metridium senile,frilled anemone,1,13,NA
BOF2016001.002.A,Ciona intestinalis,sea vase,11,53,NA
BOF2016001.003.D,Homarus americanus,American lobster,176,78553,NA
BOF2016001.004.D,Myoxocephalus octodecemspinosus,longhorn sculpin,21,2157,NA
BOF2016001.005.D,Squalus acanthias,spiny dogfish,6,11954,NA
BOF2016001.006.D,Doryteuthis pealeii,longfin inshore squid,2,214,NA
BOF2016001.007.D,Gadus morhua,Atlantic cod,1,156,NA
BOF2016001.008.D,Prionotus corolinus,northern sea robin,2,408,NA
BOF2016001.009.D,Hemitripterus americanus,sea raven,2,1348,NA
BOF2016001.001.D,Scophthalmus aquosus,windowpane flounder,1,12,NA
BOF2016001.002.D,Leucoraja ocellata,winter skate,1,666,NA
BOF2016001.003.D,Malacoraja senta,smooth skate,1,130,NA
BOF2016001.004.D,Enchelyopus cimbrius,fourbeard rockling,2,86,NA
BOF2016001.005.D,Lophius americanus,monkfish,2,26,NA
BOF2016001.006.D,Cancer irroratus,rock crab,1,158,NA
BOF2016001.007.D,Pholis gunnellus,rock gunnel,1,6,NA
BOF2016001.008.D,Crangon septemspinosa,sand shrimp,5,8,NA
BOF2016001.009.D,Pandalus montagui,Montague shrimp,8,32,NA
BOF2016001.01.D,Flabellina pellucida,red-gilled nudibranch,1,2,NA
BOF2016001.011.D,Sclerocrangon boreas,sculptured shrimp,1,4,NA
BOF2016001.012.D,Clupea harengus,herring,1,54,NA
BOF2016001.001.D,Scomber scombrus,mackerel,1,88,NA
BOF2016001.002.D,Asterias vulgaris,northern sea star,1,12,NA
BOF2016001.003.D,Ciona intestinalis,sea vase,1,6,NA
BOF2016001.004.D,Hiatella arctica,Arctic rock borer,1,2,NA
BOF2016001.005.D,Unidentified sponge,Unidentified sponge,3,860,NA
BOF2016001.006.D,Suberites ficus,fig sponge,5,94,NA
BOF2016001.007.D,Unidentified bryozoan,Unidentified bryozoan,1,514,NA
BOF2016001.008.D,Pseudopleuronectes americanus,winter flounder,50,5364,NA
BOF2016001.009.D,Merluccius bilinearis,silver hake,27,2774,NA
BOF2016001.01.D,Urophycis chuss,red hake,89,8132,NA
BOF2016001.011.D,Urophycis tenuis,white hake,23,3236,NA
BOF2016001.012.B,Homarus americanus,American lobster,13,8397,NA
BOF2016001.013.B,Pseudopleuronectes americanus,winter flounder,18,754,NA
BOF2016001.014.B,Merluccius bilinearis,silver hake,11,850,NA
BOF2016001.015.B,Illex illecebrosus,shortfin squid,2,173,NA
BOF2016001.016.B,Crangon septemspinosa,sand shrimp,536,2212,NA
BOF2016001.017.B,Ophiopholis aculeata,daisy brittle star,1,1,NA
BOF2016001.018.B,Ciona intestinalis,sea vase,1,1,NA
BOF2016001.019.B,Osmerus mordax,smelt,26,956,NA
BOF2016001.001.B,Scomber scombrus,mackerel,34,3242,NA
BOF2016001.002.B,Alosa pseudoharengus,alewife,146,798,NA
BOF2016001.003.B,Placopecten magellanicus,deep sea scallop,1,2,NA
BOF2017001.004.D,Pseudopleuronectes americanus,winter flounder,43,6496,NA
BOF2017001.005.D,Merluccius bilinearis,silver hake,156,9344,NA
BOF2017001.006.D,Pandalus montagui,Montague shrimp,119,1407,NA
BOF2017001.007.D,Pandalus borealis,northern shrimp,1,14,NA
BOF2017001.008.D,Terebratulina septentrionalis,northern lamp shell,2,2,NA
BOF2017001.009.D,Cyclopterus lumpus,lumpfish,1,278,NA
BOF2017001.01.D,Homarus americanus,American lobster,41,23780,NA
BOF2017001.011.D,Urophycis chuss,red hake,7,1106,NA
BOF2017001.012.D,Sebastes fasciatus,Acadian redfish,5,476,NA
BOF2017001.013.D,Enchelyopus cimbrius,fourbeard rockling,1,44,NA
BOF2017001.014.D,Zoarces americanus,ocean pout,1,44,NA
BOF2017001.015.D,Suberites ficus,fig sponge,1,166,NA
BOF2017001.016.D,Placopecten magellanicus,deep sea scallop,1,2,NA
BOF2017001.017.D,Astarte castanea,chestnut astarte,1,10,NA
BOF2017001.018.D,Chrysaora quinquecirrha,sea nettle,4,226,NA
BOF2017001.019.D,Homarus americanus,American lobster,10,4278,NA
BOF2017001.02.D,Chrysaora quinquecirrha,sea nettle,3,663,NA
BOF2017001.001.D,Clupea harengus,herring,5,188,NA
BOF2017001.002.D,Pseudopleuronectes americanus,winter flounder,5,443,NA
BOF2017001.003.D,Hippoglossoides platessoides,American plaice,1,26,NA
BOF2017001.004.D,Scomber scombrus,mackerel,1,224,NA
BOF2017001.005.D,Alosa pseudoharengus,alewife,2,18,NA
BOF2017001.006.D,Merluccius bilinearis,silver hake,4,265,NA
BOF2017001.007.D,Melanogrammus aeglefinus,haddock,3,19,NA
BOF2017001.008.D,Henricia sanguinolenta,blood star,1,5,NA
BOF2017001.009.D,Crangon septemspinosa,sand shrimp,3,12,NA
BOF2017001.01.D,Pandalus montagui,Montague shrimp,8,14,NA
BOF2017001.011.D,Balanus crenatus,crenate barnacle,3,1,NA
BOF2017001.012.D,Terebratulina septentrionalis,northern lamp shell,1,1,NA
BOF2017001.013.D,Unidentified tunicate,Unidentified tunicate,1,5,NA
BOF2017001.014.D,Hyperia galba,big-eye amphipod,1,1,NA
BOF2017001.015.B,Pseudopleuronectes americanus,winter flounder,62,5078,NA
BOF2017001.016.B,Osmerus mordax,smelt,334,8377,NA
BOF2017001.017.B,Crangon septemspinosa,sand shrimp,515,1340,NA
BOF2017001.018.B,Myoxocephalus octodecemspinosus,longhorn sculpin,6,535,NA
BOF2017001.019.B,Homarus americanus,American lobster,87,28082,NA
BOF2017001.02.B,Leucoraja ocellata,winter skate,1,700,NA
BOF2017001.021.B,Myoxocephalus octodecemspinosus,longhorn sculpin,1,90,NA
BOF2017001.022.B,Scophthalmus aquosus,windowpane flounder,4,566,NA
BOF2017001.001.B,Melanogrammus aeglefinus,haddock,1,9,NA
BOF2017001.002.B,Urophycis tenuis,white hake,1,22,NA
BOF2017001.003.B,Merluccius bilinearis,silver hake,6,209,NA
BOF2017001.004.B,Mercenaria mercenaria,quahog,4,19,NA
BOF2017001.005.B,Scomber scombrus,mackerel,131,21025,NA
BOF2017001.006.B,Alosa pseudoharengus,alewife,6,169,NA
BOF2017001.007.B,Illex illecebrosus,shortfin squid,1,3,NA
BOF2017001.008.B,Clupea harengus,herring,565,1604,NA
BOF2017001.009.B,Merluccius bilinearis,silver hake,18,524,NA
BOF2017001.01.B,Pseudopleuronectes americanus,winter flounder,12,1101,NA
BOF2017001.011.B,Pandalus montagui,Montague shrimp,843,2700,NA
BOF2017001.012.B,Chrysaora quinquecirrha,sea nettle,3,312,NA
BOF2017001.013.B,Hemitripterus americanus,sea raven,7,5538,NA
BOF2017001.014.B,Leucoraja erinacea,little skate,5,948,NA
BOF2017001.015.B,Myoxocephalus octodecemspinosus,longhorn sculpin,7,663,NA
BOF2017001.016.B,Scomber scombrus,mackerel,2,562,NA
BOF2017001.017.B,Cucumaria frondosa,orange-footed sea cucumber,3,1575,NA
BOF2017001.018.B,Cancer irroratus,rock crab,2,208,NA
BOF2017001.019.B,Homarus americanus,American lobster,31,26447,NA
BOF2017001.02.B,Sebastes fasciatus,Acadian redfish,1,256,NA
BOF2017001.021.B,Peprilus triacanthus,butterfish,1,80,NA
BOF2017001.022.B,Urophycis chuss,red hake,4,238,NA
BOF2017001.023.B,Illex illecebrosus,shortfin squid,3,84,NA
BOF2017001.024.B,Melanogrammus aeglefinus,haddock,1,4,NA
BOF2017001.025.B,Lebbeus groenlandicus,Greenland shrimp,1,6,NA
BOF2017001.026.B,Placopecten magellanicus,deep sea scallop,5,20,NA
BOF2017001.001.B,Mytilus edulis,blue mussel,2,10,NA
BOF2017001.002.B,Asterias rubens,northern sea star,1,18,NA
BOF2017001.003.A,Myoxocephalus octodecemspinosus,longhorn sculpin,4,209,NA
BOF2017001.004.A,Cancer irroratus,rock crab,1,247,NA
BOF2017001.005.A,Cucumaria frondosa,orange-footed sea cucumber,2,766,NA
BOF2017001.006.A,Metridium senile,frilled anemone,3,80,NA
BOF2017001.007.A,Placopecten magellanicus,deep sea scallop,3,10,NA
BOF2017001.008.A,Homarus americanus,American lobster,14,8522,NA
BOF2017001.009.A,Alosa pseudoharengus,alewife,2,59,NA
BOF2017001.01.A,Urophycis chuss,red hake,1,26,NA
BOF2017001.011.A,Mercenaria mercenaria,quahog,1,5,NA
BOF2017001.012.A,Unidentified sponge,Unidentified sponge,1,12,NA
BOF2017001.013.A,Asterias rubens,northern sea star,1,41,NA
BOF2017001.014.A,Littorina sp.,Littorina sp.,1,6,NA
BOF2017001.015.A,Crangon septemspinosa,sand shrimp,21,49,NA
BOF2017001.016.A,Pandalus montagui,Montague shrimp,20,83,NA
BOF2017001.017.A,Sclerocrangon boreas,sculptured shrimp,3,14,NA
BOF2017001.018.A,Cyclopterus lumpus,lumpfish,3,250,NA
BOF2017001.019.A,Pseudopleuronectes americanus,winter flounder,12,355,NA
BOF2017001.02.A,Merluccius bilinearis,silver hake,33,1194,NA
BOF2017001.021.A,Osmerus mordax,smelt,10,275,NA
BOF2017001.022.D,Homarus americanus,American lobster,7,5169,NA
BOF2017001.001.D,Cancer borealis,Jonah crab,1,354,NA
BOF2017001.002.D,Cancer irroratus,rock crab,1,176,NA
BOF2017001.003.D,Placopecten magellanicus,deep sea scallop,1,1,NA
BOF2017001.004.D,Alosa sapidissima,shad,5,372,NA
BOF2017001.005.D,Hippoglossoides platessoides,American plaice,16,1841,NA
BOF2017001.006.D,Pseudopleuronectes americanus,winter flounder,3,1190,NA
BOF2017001.007.D,Melanogrammus aeglefinus,haddock,3,15,NA
BOF2017001.001.D,Doryteuthis pealeii,longfin inshore squid,1,45,NA
BOF2017001.002.D,Clupea harengus,herring,11,374,NA
BOF2017001.003.D,Urophycis chuss,red hake,5,364,NA
BOF2017001.004.D,Ctenodiscus crispatus,mud star,72,420,NA
BOF2017001.005.D,Alosa pseudoharengus,alewife,44,2743,NA
BOF2017001.006.D,Merluccius bilinearis,silver hake,502,29970,NA
BOF2017001.007.D,Pandalus montagui,Montague shrimp,44,158,NA
BOF2017001.008.D,Pandalus borealis,northern shrimp,24,215,NA
BOF2017001.009.D,Ophiopholis aculeata,daisy brittle star,6742,8090,NA
BOF2017001.001.D,Hyas coarctatus,lesser toad crab,1,40,NA
BOF2017001.002.D,Homarus americanus,American lobster,3,4980,NA
BOF2017001.003.D,Cancer borealis,Jonah crab,2,468,NA
BOF2017001.004.D,Alosa sapidissima,shad,3,182,NA
BOF2017001.005.D,Scomber scombrus,mackerel,1,136,NA
BOF2017001.006.D,Melanogrammus aeglefinus,haddock,1,6,NA
BOF2017001.007.D,Urophycis tenuis,white hake,2,270,NA
BOF2017001.008.D,Ctenodiscus crispatus,mud star,6,36,NA
BOF2017001.009.D,Pseudopleuronectes americanus,winter flounder,2,488,NA
BOF2017001.01.D,Hippoglossoides platessoides,American plaice,5,388,NA
BOF2017001.011.D,Pandalus borealis,northern shrimp,7,54,NA
BOF2017001.012.D,Chrysaora quinquecirrha,sea nettle,2,226,NA
BOF2017001.001.D,Merluccius bilinearis,silver hake,208,9186,NA
BOF2017001.002.D,Clupea harengus,herring,11,867,NA
BOF2017001.003.D,Pandalus montagui,Montague shrimp,60,220,NA
BOF2017001.004.D,Alosa pseudoharengus,alewife,31,2223,NA
BOF2017001.005.D,Cyclopterus lumpus,lumpfish,1,102,NA
BOF2017001.006.D,Homarus americanus,American lobster,16,9548,NA
BOF2017001.007.D,Cancer borealis,Jonah crab,3,1278,NA
BOF2017001.008.D,Myoxocephalus octodecemspinosus,longhorn sculpin,4,559,NA
BOF2017001.009.D,Zoarces americanus,ocean pout,1,60,NA
BOF2017001.01.D,Scomber scombrus,mackerel,1,168,NA
BOF2017001.011.D,Alosa pseudoharengus,alewife,1,180,NA
BOF2017001.012.D,Melanogrammus aeglefinus,haddock,5,182,NA
BOF2017001.013.D,Hemitripterus americanus,sea raven,1,1136,NA
BOF2017001.014.D,Clupea harengus,herring,3,206,NA
BOF2017001.015.D,Urophycis chuss,red hake,4,554,NA
BOF2017001.016.D,Placopecten magellanicus,deep sea scallop,6,26,NA
BOF2017001.017.D,Unidentified sponge,Unidentified sponge,8,964,NA
BOF2017001.018.D,Henricia sanguinolenta,blood star,1,1,NA
BOF2017001.019.D,Astarte castanea,chestnut astarte,1,6,NA
BOF2017001.001.D,Boltenia ovifera,stalked sea squirt,1,22,NA
BOF2017001.002.D,Unidentified polychaete,Unidentified polychaete,1,3,NA
BOF2017001.003.D,Pseudopleuronectes americanus,winter flounder,53,10659,NA
BOF2017001.004.D,Hippoglossoides platessoides,American plaice,1,84,NA
BOF2017001.005.D,Merluccius bilinearis,silver hake,230,19409,NA
BOF2017001.006.D,Pandalus montagui,Montague shrimp,695,3254,NA
BOF2017001.007.D,Pandalus borealis,northern shrimp,69,646,NA
BOF2017001.008.B,Homarus americanus,American lobster,182,76794,NA
BOF2017001.009.B,Myoxocephalus octodecemspinosus,longhorn sculpin,75,7679,NA
BOF2017001.01.B,Cancer irroratus,rock crab,3,565,NA
BOF2017001.011.B,Merluccius bilinearis,silver hake,337,23253,NA
BOF2017001.012.B,Urophycis chuss,red hake,3,199,NA
BOF2017001.013.B,Urophycis tenuis,white hake,17,189,NA
BOF2017001.014.B,Doryteuthis pealeii,longfin inshore squid,1,18,NA
BOF2017001.015.B,Scomber scombrus,mackerel,22,3007,NA
BOF2017001.016.B,Alosa pseudoharengus,alewife,111,2242,NA
BOF2017001.017.B,Clupea harengus,herring,97,327,NA
BOF2017001.018.B,Crangon septemspinosa,sand shrimp,322,1061,NA
BOF2017001.019.B,Osmerus mordax,smelt,736,27980,NA
BOF2017001.02.B,Scophthalmus aquosus,windowpane flounder,32,3501,NA
BOF2017001.001.B,Pseudopleuronectes americanus,winter flounder,76,6581,NA
BOF2017001.002.B,Cucumaria frondosa,orange-footed sea cucumber,129,49370,NA
BOF2017001.003.B,Merluccius bilinearis,silver hake,121,6624,NA
BOF2017001.004.B,Pseudopleuronectes americanus,winter flounder,125,7881,NA
BOF2017001.005.B,Alosa pseudoharengus,alewife,10,1177,NA
BOF2017001.006.B,Osmerus mordax,smelt,31,912,NA
BOF2017001.007.B,Scophthalmus aquosus,windowpane flounder,7,281,NA
BOF2017001.008.B,Pandalus montagui,Montague shrimp,3387,13753,NA
BOF2017001.009.B,Homarus americanus,American lobster,306,105563,NA
BOF2017001.01.B,Myoxocephalus octodecemspinosus,longhorn sculpin,120,10032,NA
BOF2017001.011.B,Hemitripterus americanus,sea raven,4,1983,NA
BOF2017001.012.B,Zoarces americanus,ocean pout,7,808,NA
BOF2017001.013.B,Leucoraja erinacea,little skate,8,1092,NA
BOF2017001.014.B,Scomber scombrus,mackerel,2,318,NA
BOF2017001.015.B,Sebastes fasciatus,Acadian redfish,2,191,NA
BOF2017001.016.B,Urophycis chuss,red hake,63,3167,NA
BOF2017001.017.B,Urophycis tenuis,white hake,156,3093,NA
BOF2017001.018.B,Melanogrammus aeglefinus,haddock,1,14,NA
BOF2017001.019.B,Doryteuthis pealeii,longfin inshore squid,2,76,NA
BOF2017001.02.B,Placopecten magellanicus,deep sea scallop,7,88,NA
BOF2017001.021.B,Strongylocentrotus droebachiensis,green sea urchin,7,90,NA
BOF2017001.022.B,Unidentified sponge,Unidentified sponge,3,148,NA
BOF2017001.001.B,Cancer irroratus,rock crab,1,14,NA
BOF2017001.002.C,Hippoglossus hippoglossus,Atlantic halibut,1,305,NA
BOF2017001.003.C,Merluccius bilinearis,silver hake,214,13454,NA
BOF2017001.004.C,Pseudopleuronectes americanus,winter flounder,322,17112,NA
BOF2017001.005.C,Mercenaria mercenaria,quahog,4,66,NA
BOF2017001.006.C,Clinocardium ciliatum,Iceland cockle,2,8,NA
BOF2017001.007.C,Asterias rubens,northern sea star,3,210,NA
BOF2017001.008.C,Crangon septemspinosa,sand shrimp,2,6,NA
BOF2017001.009.C,Scomber scombrus,mackerel,1,132,NA
BOF2017001.01.C,Alosa pseudoharengus,alewife,221,8392,NA
BOF2017001.011.C,Homarus americanus,American lobster,34,36982,NA
BOF2017001.012.C,Cancer irroratus,rock crab,4,1880,NA
BOF2017001.013.C,Myoxocephalus octodecemspinosus,longhorn sculpin,17,1586,NA
BOF2017001.014.C,Lophius americanus,monkfish,2,1400,NA
BOF2017001.015.C,Alosa sapidissima,shad,4,862,NA
BOF2017001.016.C,Glyptocephalus cynoglossus,witch flounder,1,16,NA
BOF2017001.017.C,Urophycis tenuis,white hake,38,1516,NA
BOF2017001.018.C,Urophycis chuss,red hake,7,672,NA
BOF2017001.019.C,Melanogrammus aeglefinus,haddock,1,24,NA
BOF2017001.02.C,Clupea harengus,herring,1,24,NA
BOF2017001.021.C,Scophthalmus aquosus,windowpane flounder,9,1688,NA
BOF2017001.022.B,Myoxocephalus octodecemspinosus,longhorn sculpin,17,1783,NA
BOF2017001.023.B,Asterias rubens,northern sea star,2,134,NA
BOF2017001.024.B,Alosa sapidissima,shad,3,274,NA
BOF2017001.025.B,Cancer irroratus,rock crab,1,108,NA
BOF2017001.026.B,Osmerus mordax,smelt,36,1578,NA
BOF2017001.001.B,Melanogrammus aeglefinus,haddock,1,10,NA
BOF2017001.002.B,Scophthalmus aquosus,windowpane flounder,5,284,NA
BOF2017001.003.B,Glyptocephalus cynoglossus,witch flounder,1,19,NA
BOF2017001.004.B,Scomber scombrus,mackerel,7,1073,NA
BOF2017001.005.B,Peprilus triacanthus,butterfish,12,261,NA
BOF2017001.006.B,Urophycis tenuis,white hake,45,1743,NA
BOF2017001.007.B,Urophycis chuss,red hake,4,347,NA
BOF2017001.008.B,Pseudopleuronectes americanus,winter flounder,169,13190,NA
BOF2017001.009.B,Alosa pseudoharengus,alewife,72,4099,NA
BOF2017001.01.B,Clupea harengus,herring,82,922,NA
BOF2017001.011.B,Homarus americanus,American lobster,111,47496,NA
BOF2017001.012.B,Merluccius bilinearis,silver hake,129,10323,NA
BOF2017001.013.B,Pandalus montagui,Montague shrimp,42,152,NA
BOF2017001.014.B,Dichelopandalus leptocerus,bristled longbeak,47,132,NA
BOF2017001.015.B,Pandalus borealis,northern shrimp,11,116,NA
BOF2017001.016.B,Crangon septemspinosa,sand shrimp,43,119,NA
BOF2017001.017.A,Cyclopterus lumpus,lumpfish,1,236,NA
BOF2017001.018.A,Scomber scombrus,mackerel,1,134,NA
BOF2017001.019.A,Urophycis chuss,red hake,1,44,NA
BOF2017001.02.A,Urophycis tenuis,white hake,1,58,NA
BOF2017001.021.A,Scophthalmus aquosus,windowpane flounder,2,92,NA
BOF2017001.022.A,Myoxocephalus scorpius,shorthorn sculpin,1,10,NA
BOF2017001.001.A,Clupea harengus,herring,1,3,NA
BOF2017001.002.A,Cucumaria frondosa,orange-footed sea cucumber,1,192,NA
BOF2017001.003.A,Metridium senile,frilled anemone,5,47,NA
BOF2017001.004.A,Dichelopandalus leptocerus,bristled longbeak,3,9,NA
BOF2017001.005.A,Pandalus montagui,Montague shrimp,7,26,NA
BOF2017001.006.A,Sclerocrangon boreas,sculptured shrimp,5,30,NA
BOF2017001.007.A,Asterias rubens,northern sea star,7,289,NA
BOF2017001.001.A,Osmerus mordax,smelt,1,37,NA
